Latitude (decimal degrees):	1.357
Longitude (decimal degrees):	103.820
Elevation (m):	53
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230311:1930,0.0,0.0,0.0,0.0,25.63,5.03,0.0
20230311:2030,0.0,0.0,0.0,0.0,25.57,4.69,0.0
20230311:2130,0.0,0.0,0.0,0.0,25.5,4.14,0.0
20230311:2230,0.0,0.0,0.0,0.0,25.64,4.69,0.0
20230311:2330,16.3,14.44,0.0,3.53,25.64,4.9,0.0
20230312:0030,123.8,78.45,0.0,18.57,25.72,4.62,0.0
20230312:0130,253.9,111.7,0.0,33.52,25.86,4.62,0.0
20230312:0230,456.25,159.65,0.0,48.44,26.21,4.28,0.0
20230312:0330,548.55,182.8,0.0,63.29,26.67,3.59,0.0
20230312:0430,676.7,153.85,0.0,77.77,27.05,2.9,0.0
20230312:0530,474.05,228.25,0.0,84.05,27.4,2.69,0.0
20230312:0630,671.9,161.0,0.0,70.74,27.61,2.97,0.0
20230312:0730,482.2,161.15,0.0,56.0,26.46,3.38,0.0
20230312:0830,433.4,105.5,0.0,41.11,26.35,3.72,0.0
20230312:0930,207.0,104.0,0.0,26.17,26.46,5.59,0.0
20230312:1030,73.05,44.4,0.0,11.21,27.23,5.24,0.0
20230312:1130,0.0,0.0,0.0,-3.76,27.13,5.93,0.0
20230312:1230,0.0,0.0,0.0,0.0,26.88,5.72,0.0
20230312:1330,0.0,0.0,0.0,0.0,26.59,5.45,0.0
20230312:1430,0.0,0.0,0.0,0.0,26.36,5.38,0.0
20230312:1530,0.0,0.0,0.0,0.0,26.16,5.45,0.0
20230312:1630,0.0,0.0,0.0,0.0,26.03,5.72,0.0
20230312:1730,0.0,0.0,0.0,0.0,25.88,5.79,0.0
20230312:1830,0.0,0.0,0.0,0.0,25.73,5.93,0.0
20230312:1930,0.0,0.0,0.0,0.0,25.66,5.86,0.0
20230312:2030,0.0,0.0,0.0,0.0,25.56,6.41,0.0
20230312:2130,0.0,0.0,0.0,0.0,25.48,6.48,0.0
20230312:2230,0.0,0.0,0.0,0.0,25.5,6.62,0.0
20230312:2330,9.1,14.73,0.0,3.6,25.47,7.17,0.0
20230313:0030,32.1,94.45,0.0,18.65,25.53,7.24,0.0
20230313:0130,79.5,152.55,0.0,33.61,25.7,7.24,0.0
20230313:0230,157.9,219.1,0.0,48.55,26.03,7.31,0.0
20230313:0330,129.0,218.75,0.0,63.42,26.43,7.38,0.0
20230313:0430,258.1,412.45,0.0,77.97,26.72,7.17,0.0
20230313:0530,384.25,362.65,0.0,84.31,27.11,7.1,0.0
20230313:0630,675.35,172.1,0.0,70.77,27.42,6.83,0.0
20230313:0730,631.1,140.7,0.0,55.98,27.36,6.83,0.0
20230313:0830,402.5,145.45,0.0,41.07,27.36,6.9,0.0
20230313:0930,258.7,97.25,0.0,26.12,27.19,7.17,0.0
20230313:1030,77.2,47.75,0.0,11.15,27.33,5.72,0.0
20230313:1130,0.0,0.0,0.0,-3.82,26.78,6.0,0.0
20230313:1230,0.0,0.0,0.0,0.0,26.3,6.21,0.0
20230313:1330,0.0,0.0,0.0,0.0,26.0,6.21,0.0
20230313:1430,0.0,0.0,0.0,0.0,25.85,6.21,0.0
20230313:1530,0.0,0.0,0.0,0.0,25.75,6.07,0.0
20230313:1630,0.0,0.0,0.0,0.0,25.67,6.07,0.0
20230313:1730,0.0,0.0,0.0,0.0,25.61,6.07,0.0
20230313:1830,0.0,0.0,0.0,0.0,25.53,6.07,0.0
20230313:1930,0.0,0.0,0.0,0.0,25.38,5.72,0.0
20230313:2030,0.0,0.0,0.0,0.0,25.31,5.45,0.0
20230313:2130,0.0,0.0,0.0,0.0,25.27,5.59,0.0
20230313:2230,0.0,0.0,0.0,0.0,25.43,5.1,0.0
20230313:2330,15.25,17.73,0.0,3.68,25.44,5.66,0.0
20230314:0030,120.8,89.75,0.0,18.74,25.53,6.07,0.0
20230314:0130,304.75,104.7,0.0,33.71,25.77,5.72,0.0
20230314:0230,279.95,250.45,0.0,48.65,26.25,6.48,0.0
20230314:0330,600.15,168.2,0.0,63.55,26.69,6.14,0.0
20230314:0430,672.5,203.7,0.0,78.17,27.03,5.59,0.0
20230314:0530,646.0,186.0,0.0,84.55,27.26,5.24,0.0
20230314:0630,596.5,193.4,0.0,70.78,27.27,5.03,0.0
20230314:0730,505.6,180.95,0.0,55.96,27.2,5.17,0.0
20230314:0830,419.65,127.65,0.0,41.03,27.31,5.24,0.0
20230314:0930,202.25,93.25,0.0,26.07,27.17,5.45,0.0
20230314:1030,77.65,42.45,0.0,11.1,27.28,5.38,0.0
20230314:1130,0.0,0.0,0.0,-3.88,26.95,5.38,0.0
20230314:1230,0.0,0.0,0.0,0.0,26.54,5.38,0.0
20230314:1330,0.0,0.0,0.0,0.0,26.17,5.31,0.0
20230314:1430,0.0,0.0,0.0,0.0,25.93,5.72,0.0
20230314:1530,0.0,0.0,0.0,0.0,25.74,5.93,0.0
20230314:1630,0.0,0.0,0.0,0.0,25.59,6.21,0.0
20230314:1730,0.0,0.0,0.0,0.0,25.49,6.34,0.0
20230314:1830,0.0,0.0,0.0,0.0,25.34,6.55,0.0
20230314:1930,0.0,0.0,0.0,0.0,25.25,6.34,0.0
20230314:2030,0.0,0.0,0.0,0.0,25.19,6.0,0.0
20230314:2130,0.0,0.0,0.0,0.0,25.12,5.45,0.0
20230314:2230,0.0,0.0,0.0,0.0,25.27,5.1,0.0
20230314:2330,22.85,15.04,0.0,3.76,25.22,4.97,0.0
20230315:0030,141.45,84.4,0.0,18.83,25.23,4.69,0.0
20230315:0130,345.75,124.55,0.0,33.8,25.42,4.55,0.0
20230315:0230,548.15,138.4,0.0,48.76,25.87,4.97,0.0
20230315:0330,557.0,218.5,0.0,63.67,26.45,5.31,0.0
20230315:0430,669.3,205.4,0.0,78.36,27.0,5.03,0.0
20230315:0530,745.05,196.85,0.0,84.77,27.42,4.76,0.0
20230315:0630,602.9,169.35,0.0,70.79,27.73,4.41,0.0
20230315:0730,515.55,162.55,0.0,55.93,27.78,4.21,0.0
20230315:0830,397.45,128.6,0.0,40.99,27.84,4.55,0.0
20230315:0930,274.95,87.3,0.0,26.02,27.77,4.9,0.0
20230315:1030,76.15,46.25,0.0,11.04,27.47,4.76,0.0
20230315:1130,0.0,0.0,0.0,-3.94,27.15,4.55,0.0
20230315:1230,0.0,0.0,0.0,0.0,26.76,4.48,0.0
20230315:1330,0.0,0.0,0.0,0.0,26.43,4.62,0.0
20230315:1430,0.0,0.0,0.0,0.0,26.22,5.45,0.0
20230315:1530,0.0,0.0,0.0,0.0,26.1,6.07,0.0
20230315:1630,0.0,0.0,0.0,0.0,26.01,6.41,0.0
20230315:1730,0.0,0.0,0.0,0.0,25.93,6.41,0.0
20230315:1830,0.0,0.0,0.0,0.0,25.79,6.48,0.0
20230315:1930,0.0,0.0,0.0,0.0,25.68,6.55,0.0
20230315:2030,0.0,0.0,0.0,0.0,25.59,6.55,0.0
20230315:2130,0.0,0.0,0.0,0.0,25.61,6.34,0.0
20230315:2230,0.0,0.0,0.0,0.0,25.6,6.14,0.0
20230315:2330,24.5,13.68,0.0,3.84,25.57,6.34,0.0
20230316:0030,169.45,77.1,0.0,18.91,25.59,6.28,0.0
20230316:0130,304.55,130.75,0.0,33.89,25.83,5.59,0.0
20230316:0230,406.6,200.0,0.0,48.86,26.35,5.45,0.0
20230316:0330,540.3,223.0,0.0,63.79,26.92,5.17,0.0
20230316:0430,557.55,260.85,0.0,78.55,27.39,4.83,0.0
20230316:0530,716.95,181.0,0.0,84.97,27.6,4.55,0.0
20230316:0630,771.55,131.9,0.0,70.78,27.75,4.48,0.0
20230316:0730,635.6,133.9,0.0,55.89,27.91,4.62,0.0
20230316:0830,452.1,113.8,0.0,40.94,27.99,4.9,0.0
20230316:0930,235.4,93.75,0.0,25.96,27.94,5.31,0.0
20230316:1030,76.35,43.45,0.0,10.98,27.88,3.79,0.0
20230316:1130,0.0,0.0,0.0,-4.01,27.58,4.28,0.0
20230316:1230,0.0,0.0,0.0,0.0,27.21,4.69,0.0
20230316:1330,0.0,0.0,0.0,0.0,26.87,5.59,0.0
20230316:1430,0.0,0.0,0.0,0.0,26.58,6.14,0.0
20230316:1530,0.0,0.0,0.0,0.0,26.35,6.55,0.0
20230316:1630,0.0,0.0,0.0,0.0,26.22,6.55,0.0
20230316:1730,0.0,0.0,0.0,0.0,26.06,6.55,0.0
20230316:1830,0.0,0.0,0.0,0.0,25.94,6.34,0.0
20230316:1930,0.0,0.0,0.0,0.0,25.86,6.14,0.0
20230316:2030,0.0,0.0,0.0,0.0,25.78,6.07,0.0
20230316:2130,0.0,0.0,0.0,0.0,25.78,6.14,0.0
20230316:2230,0.0,0.0,0.0,0.0,25.94,5.59,0.0
20230316:2330,24.1,14.87,0.0,3.93,25.98,5.31,0.0
20230317:0030,169.4,74.15,0.0,19.0,26.09,4.97,0.0
20230317:0130,340.05,114.95,0.0,33.98,26.35,4.9,0.0
20230317:0230,453.5,175.6,0.0,48.96,26.8,5.03,0.0
20230317:0330,664.9,149.1,0.0,63.91,27.27,4.9,0.0
20230317:0430,706.7,184.0,0.0,78.72,27.59,4.83,0.0
20230317:0530,584.95,248.15,0.0,85.14,27.74,4.9,0.0
20230317:0630,624.3,201.35,0.0,70.77,27.76,4.76,0.0
20230317:0730,547.45,190.7,0.0,55.85,27.67,4.48,0.0
20230317:0830,336.45,186.75,0.0,40.89,27.66,4.83,0.0
20230317:0930,170.0,144.3,0.0,25.91,27.76,4.97,0.0
20230317:1030,13.45,70.8,0.0,10.92,27.9,4.14,0.0
20230317:1130,0.0,0.0,0.0,-4.07,27.57,4.97,0.0
20230317:1230,0.0,0.0,0.0,0.0,27.19,4.34,0.0
20230317:1330,0.0,0.0,0.0,0.0,26.85,4.76,0.0
20230317:1430,0.0,0.0,0.0,0.0,26.64,4.83,0.0
20230317:1530,0.0,0.0,0.0,0.0,26.49,5.31,0.0
20230317:1630,0.0,0.0,0.0,0.0,26.37,5.24,0.0
20230317:1730,0.0,0.0,0.0,0.0,26.24,4.83,0.0
20230317:1830,0.0,0.0,0.0,0.0,26.08,4.83,0.0
20230317:1930,0.0,0.0,0.0,0.0,25.94,5.03,0.0
20230317:2030,0.0,0.0,0.0,0.0,25.86,5.03,0.0
20230317:2130,0.0,0.0,0.0,0.0,25.83,4.76,0.0
20230317:2230,0.0,0.0,0.0,0.0,25.81,4.83,0.0
20230317:2330,15.5,18.97,0.0,4.01,25.8,4.34,0.0
20230318:0030,150.55,85.55,0.0,19.08,25.82,3.79,0.0
20230318:0130,276.75,141.85,0.0,34.07,25.98,3.38,0.0
20230318:0230,511.9,151.3,0.0,49.05,26.5,4.21,0.0
20230318:0330,578.8,176.55,0.0,64.02,27.07,4.34,0.0
20230318:0430,769.75,165.1,0.0,78.88,27.43,4.07,0.0
20230318:0530,723.35,156.6,0.0,85.28,27.67,4.0,0.0
20230318:0630,571.3,152.2,0.0,70.75,27.7,4.28,0.0
20230318:0730,546.45,157.35,0.0,55.81,27.62,4.48,0.0
20230318:0830,381.25,126.2,0.0,40.83,27.67,4.34,0.0
20230318:0930,224.3,88.35,0.0,25.85,27.78,4.55,0.0
20230318:1030,56.85,45.3,0.0,10.86,28.02,5.38,0.0
20230318:1130,0.0,0.0,0.0,-4.14,27.83,5.59,0.0
20230318:1230,0.0,0.0,0.0,0.0,27.45,5.03,0.0
20230318:1330,0.0,0.0,0.0,0.0,27.08,5.45,0.0
20230318:1430,0.0,0.0,0.0,0.0,26.86,5.66,0.0
20230318:1530,0.0,0.0,0.0,0.0,26.71,5.93,0.0
20230318:1630,0.0,0.0,0.0,0.0,26.6,5.86,0.0
20230318:1730,0.0,0.0,0.0,0.0,26.49,5.72,0.0
20230318:1830,0.0,0.0,0.0,0.0,26.37,5.59,0.0
20230318:1930,0.0,0.0,0.0,0.0,26.2,4.97,0.0
20230318:2030,0.0,0.0,0.0,0.0,26.11,5.38,0.0
20230318:2130,0.0,0.0,0.0,0.0,25.99,5.45,0.0
20230318:2230,0.0,0.0,0.0,0.0,26.2,5.17,0.0
20230318:2330,11.75,14.8,0.0,4.09,26.03,4.9,0.0
20230319:0030,50.2,68.45,0.0,19.17,26.0,4.62,0.0
20230319:0130,117.0,115.2,0.0,34.16,26.12,3.86,0.0
20230319:0230,240.45,225.6,0.0,49.15,26.53,3.86,0.0
20230319:0330,386.9,275.9,0.0,64.12,26.93,3.79,0.0
20230319:0430,486.4,318.8,0.0,79.03,26.97,3.66,0.0
20230319:0530,419.7,331.15,0.0,85.4,27.12,3.03,0.0
20230319:0630,566.7,207.15,0.0,70.72,26.86,3.1,0.0
20230319:0730,504.45,188.75,0.0,55.76,26.74,3.31,0.0
20230319:0830,314.35,175.95,0.0,40.78,25.99,4.0,0.0
20230319:0930,206.8,100.85,0.0,25.78,26.39,4.21,0.0
20230319:1030,57.8,39.8,0.0,10.79,27.6,4.48,0.0
20230319:1130,0.0,0.0,0.0,-4.2,27.58,5.03,0.0
20230319:1230,0.0,0.0,0.0,0.0,27.34,4.83,0.0
20230319:1330,0.0,0.0,0.0,0.0,27.1,5.03,0.0
20230319:1430,0.0,0.0,0.0,0.0,26.91,4.76,0.0
20230319:1530,0.0,0.0,0.0,0.0,26.79,4.62,0.0
20230319:1630,0.0,0.0,0.0,0.0,26.65,4.62,0.0
20230319:1730,0.0,0.0,0.0,0.0,26.52,4.28,0.0
20230319:1830,0.0,0.0,0.0,0.0,26.43,4.07,0.0
20230319:1930,0.0,0.0,0.0,0.0,26.28,3.66,0.0
20230319:2030,0.0,0.0,0.0,0.0,26.24,3.59,0.0
20230319:2130,0.0,0.0,0.0,0.0,26.27,3.52,0.0
20230319:2230,0.0,0.0,0.0,0.0,26.08,2.76,0.0
20230319:2330,0.25,18.95,0.0,4.18,25.94,2.9,0.0
20230320:0030,34.45,118.55,0.0,19.26,26.15,3.45,0.0
20230320:0130,158.4,188.95,0.0,34.25,26.33,4.21,0.0
20230320:0230,291.7,250.95,0.0,49.24,26.66,4.76,0.0
20230320:0330,146.95,316.0,0.0,64.23,26.61,4.55,0.0
20230320:0430,364.1,314.25,0.0,79.16,26.77,4.0,0.0
20230320:0530,316.5,387.8,0.0,85.47,27.11,2.9,0.0
20230320:0630,228.9,317.6,0.0,70.67,27.23,2.41,0.0
20230320:0730,252.5,298.75,0.0,55.7,27.22,2.62,0.0
20230320:0830,168.8,239.5,0.0,40.71,26.76,3.59,0.0
20230320:0930,86.9,114.0,0.0,25.72,26.53,4.41,0.0
20230320:1030,13.15,52.65,0.0,10.73,26.91,4.76,0.0
20230320:1130,0.0,0.0,0.0,-4.27,26.65,4.14,0.0
20230320:1230,0.0,0.0,0.0,0.0,26.69,3.93,0.0
20230320:1330,0.0,0.0,0.0,0.0,26.89,3.17,0.0
20230320:1430,0.0,0.0,0.0,0.0,26.95,3.1,0.0
20230320:1530,0.0,0.0,0.0,0.0,26.9,3.66,0.0
20230320:1630,0.0,0.0,0.0,0.0,26.77,4.0,0.0
20230320:1730,0.0,0.0,0.0,0.0,26.58,4.21,0.0
20230320:1830,0.0,0.0,0.0,0.0,26.41,4.28,0.0
20230320:1930,0.0,0.0,0.0,0.0,26.05,4.07,0.0
20230320:2030,0.0,0.0,0.0,0.0,26.06,3.72,0.0
20230320:2130,0.0,0.0,0.0,0.0,25.9,3.38,0.0
20230320:2230,0.0,0.0,0.0,0.0,26.01,1.59,0.0
20230320:2330,6.1,20.69,0.0,4.26,26.15,0.62,0.0
20230321:0030,50.65,99.8,0.0,19.34,25.73,0.48,0.0
20230321:0130,77.1,210.75,0.0,34.34,26.02,0.69,0.0
20230321:0230,170.7,287.7,0.0,49.33,26.15,0.9,0.0
20230321:0330,287.4,294.0,0.0,64.32,26.15,1.52,0.0
20230321:0430,485.3,326.2,0.0,79.29,26.7,2.14,0.0
20230321:0530,508.45,307.75,0.0,85.52,27.07,2.48,0.0
20230321:0630,485.55,231.5,0.0,70.63,27.34,1.86,0.0
20230321:0730,469.9,218.7,0.0,55.64,27.49,1.79,0.0
20230321:0830,346.9,156.8,0.0,40.65,27.48,2.21,0.0
20230321:0930,180.85,117.95,0.0,25.65,27.09,3.31,0.0
20230321:1030,48.95,54.9,0.0,10.66,26.94,3.59,0.0
20230321:1130,0.0,0.0,0.0,-4.34,26.65,3.72,0.0
20230321:1230,0.0,0.0,0.0,0.0,26.57,2.97,0.0
20230321:1330,0.0,0.0,0.0,0.0,26.54,2.76,0.0
20230321:1430,0.0,0.0,0.0,0.0,26.52,2.28,0.0
20230321:1530,0.0,0.0,0.0,0.0,26.46,1.17,0.0
20230321:1630,0.0,0.0,0.0,0.0,26.37,0.83,0.0
20230321:1730,0.0,0.0,0.0,0.0,26.26,1.1,0.0
20230321:1830,0.0,0.0,0.0,0.0,26.11,1.45,0.0
20230321:1930,0.0,0.0,0.0,0.0,25.95,1.66,0.0
20230321:2030,0.0,0.0,0.0,0.0,25.83,1.45,0.0
20230321:2130,0.0,0.0,0.0,0.0,25.68,1.52,0.0
20230321:2230,0.0,0.0,0.0,0.0,26.06,2.9,0.0
20230321:2330,21.25,15.65,0.0,4.35,26.15,3.17,0.0
20230322:0030,124.4,83.3,0.0,19.43,25.93,3.1,0.0
20230322:0130,263.9,117.55,0.0,34.43,25.99,3.38,0.0
20230322:0230,455.5,171.4,0.0,49.42,26.35,3.31,0.0
20230322:0330,623.15,189.3,0.0,64.42,26.73,3.03,0.0
20230322:0430,717.45,158.15,0.0,79.4,27.16,2.34,0.0
20230322:0530,726.85,188.45,0.0,85.52,27.43,1.24,0.0
20230322:0630,734.7,142.75,0.0,70.57,27.54,1.38,0.0
20230322:0730,449.7,203.45,0.0,55.58,27.58,1.93,0.0
20230322:0830,308.7,153.25,0.0,40.58,27.34,2.55,0.0
20230322:0930,162.05,114.95,0.0,25.59,27.34,2.97,0.0
20230322:1030,45.9,53.4,0.0,10.59,27.34,3.86,0.0
20230322:1130,0.0,0.0,0.0,-4.41,27.23,4.07,0.0
20230322:1230,0.0,0.0,0.0,0.0,27.25,3.66,0.0
20230322:1330,0.0,0.0,0.0,0.0,27.26,3.86,0.0
20230322:1430,0.0,0.0,0.0,0.0,27.28,3.86,0.0
20230322:1530,0.0,0.0,0.0,0.0,27.24,3.45,0.0
20230322:1630,0.0,0.0,0.0,0.0,27.12,2.9,0.0
20230322:1730,0.0,0.0,0.0,0.0,26.97,2.62,0.0
20230322:1830,0.0,0.0,0.0,0.0,26.77,1.93,0.0
20230322:1930,0.0,0.0,0.0,0.0,26.6,1.79,0.0
20230322:2030,0.0,0.0,0.0,0.0,26.44,1.72,0.0
20230322:2130,0.0,0.0,0.0,0.0,26.25,1.79,0.0
20230322:2230,0.0,0.0,0.0,0.0,26.67,2.97,0.0
20230322:2330,21.15,17.39,0.0,4.44,26.65,2.83,0.0
20230323:0030,147.75,81.55,0.0,19.52,26.68,2.83,0.0
20230323:0130,297.6,137.95,0.0,34.51,26.71,2.97,0.0
20230323:0230,355.2,213.1,0.0,49.51,26.95,3.24,0.0
20230323:0330,441.45,235.4,0.0,64.5,27.12,3.03,0.0
20230323:0430,562.75,220.15,0.0,79.5,27.31,2.48,0.0
20230323:0530,476.9,235.85,0.0,85.49,27.56,1.72,0.0
20230323:0630,666.95,170.6,0.0,70.5,27.43,1.45,0.0
20230323:0730,674.15,115.7,0.0,55.51,26.51,2.9,0.0
20230323:0830,443.4,106.15,0.0,40.51,27.06,2.21,0.0
20230323:0930,218.5,88.75,0.0,25.52,27.34,2.9,0.0
20230323:1030,63.2,43.7,0.0,10.52,27.86,3.31,0.0
20230323:1130,0.0,0.0,0.0,-4.47,28.03,2.62,0.0
20230323:1230,0.0,0.0,0.0,0.0,28.16,1.66,0.0
20230323:1330,0.0,0.0,0.0,0.0,28.06,0.97,0.0
20230323:1430,0.0,0.0,0.0,0.0,27.79,0.9,0.0
20230323:1530,0.0,0.0,0.0,0.0,27.57,1.03,0.0
20230323:1630,0.0,0.0,0.0,0.0,27.3,1.38,0.0
20230323:1730,0.0,0.0,0.0,0.0,27.03,1.93,0.0
20230323:1830,0.0,0.0,0.0,0.0,26.91,2.69,0.0
20230323:1930,0.0,0.0,0.0,0.0,26.59,2.9,0.0
20230323:2030,0.0,0.0,0.0,0.0,26.36,2.83,0.0
20230323:2130,0.0,0.0,0.0,0.0,26.26,2.55,0.0
20230323:2230,0.0,0.0,0.0,0.0,26.32,3.24,0.0
20230323:2330,16.55,16.44,0.0,4.52,26.28,2.76,0.0
20230324:0030,66.6,94.95,0.0,19.6,26.31,2.62,0.0
20230324:0130,179.05,154.55,0.0,34.6,26.4,2.0,0.0
20230324:0230,278.1,255.75,0.0,49.59,26.57,1.38,0.0
20230324:0330,439.75,267.65,0.0,64.59,26.84,0.76,0.0
20230324:0430,702.4,195.5,0.0,79.58,27.05,0.62,0.0
20230324:0530,706.65,162.0,0.0,85.42,27.12,1.17,0.0
20230324:0630,655.5,175.8,0.0,70.43,27.38,1.93,0.0
20230324:0730,532.5,160.85,0.0,55.43,27.32,3.1,0.0
20230324:0830,326.15,162.0,0.0,40.44,26.73,3.86,0.0
20230324:0930,226.25,92.0,0.0,25.44,26.55,1.31,0.0
20230324:1030,61.2,43.25,0.0,10.45,26.79,1.72,0.0
20230324:1130,0.0,0.0,0.0,-4.54,25.84,2.21,0.0
20230324:1230,0.0,0.0,0.0,0.0,26.0,2.55,0.0
20230324:1330,0.0,0.0,0.0,0.0,25.96,2.21,0.0
20230324:1430,0.0,0.0,0.0,0.0,26.2,1.93,0.0
20230324:1530,0.0,0.0,0.0,0.0,26.39,1.93,0.0
20230324:1630,0.0,0.0,0.0,0.0,26.36,1.59,0.0
20230324:1730,0.0,0.0,0.0,0.0,26.35,1.59,0.0
20230324:1830,0.0,0.0,0.0,0.0,26.26,1.86,0.0
20230324:1930,0.0,0.0,0.0,0.0,26.19,2.21,0.0
20230324:2030,0.0,0.0,0.0,0.0,26.12,2.34,0.0
20230324:2130,0.0,0.0,0.0,0.0,25.99,2.41,0.0
20230324:2230,0.0,0.0,0.0,0.0,26.13,2.0,0.0
20230324:2330,8.55,17.02,0.0,4.61,25.79,1.79,0.0
20230325:0030,57.2,85.9,0.0,19.69,25.34,2.0,0.0
20230325:0130,65.5,146.75,0.0,34.68,25.36,2.0,0.0
20230325:0230,101.15,236.45,0.0,49.67,25.58,2.21,0.0
20230325:0330,387.0,248.25,0.0,64.66,25.77,1.93,0.0
20230325:0430,396.3,272.3,0.0,79.65,26.0,2.28,0.0
20230325:0530,436.0,303.7,0.0,85.32,26.19,3.03,0.0
20230325:0630,170.9,251.1,0.0,70.35,26.33,1.72,0.0
20230325:0730,61.0,207.5,0.0,55.35,26.33,0.34,0.0
20230325:0830,81.4,189.2,0.0,40.36,26.67,0.48,0.0
20230325:0930,50.35,112.45,0.0,25.37,26.95,1.24,0.0
20230325:1030,19.25,40.0,0.0,10.38,26.76,2.48,0.0
20230325:1130,0.0,0.0,0.0,-4.61,26.63,4.41,0.0
20230325:1230,0.0,0.0,0.0,0.0,26.31,4.76,0.0
20230325:1330,0.0,0.0,0.0,0.0,26.24,4.07,0.0
20230325:1430,0.0,0.0,0.0,0.0,26.21,3.45,0.0
20230325:1530,0.0,0.0,0.0,0.0,26.26,2.21,0.0
20230325:1630,0.0,0.0,0.0,0.0,26.29,0.97,0.0
20230325:1730,0.0,0.0,0.0,0.0,26.23,0.97,0.0
20230325:1830,0.0,0.0,0.0,0.0,26.08,0.97,0.0
20230325:1930,0.0,0.0,0.0,0.0,26.04,1.24,0.0
20230325:2030,0.0,0.0,0.0,0.0,25.98,2.28,0.0
20230325:2130,0.0,0.0,0.0,0.0,26.02,2.48,0.0
20230325:2230,0.0,0.0,0.0,0.0,26.24,4.14,0.0
20230325:2330,13.9,21.12,0.0,4.7,26.36,4.55,0.0
20230326:0030,144.15,94.15,0.0,19.77,26.55,4.69,0.0
20230326:0130,327.45,134.1,0.0,34.76,26.75,3.59,0.0
20230326:0230,488.35,176.6,0.0,49.75,26.97,2.9,0.0
20230326:0330,641.3,187.7,0.0,64.73,27.24,1.66,0.0
20230326:0430,651.4,209.2,0.0,79.71,27.34,1.31,0.0
20230326:0530,695.55,203.15,0.0,85.19,27.42,1.1,0.0
20230326:0630,715.1,153.6,0.0,70.25,27.48,1.17,0.0
20230326:0730,488.9,190.35,0.0,55.27,27.58,1.66,0.0
20230326:0830,331.65,157.55,0.0,40.28,27.88,2.34,0.0
20230326:0930,145.45,132.6,0.0,25.29,27.95,2.14,0.0
20230326:1030,35.95,50.95,0.0,10.31,27.96,1.03,0.0
20230326:1130,0.0,0.0,0.0,-4.68,28.04,1.79,0.0
20230326:1230,0.0,0.0,0.0,0.0,28.05,2.0,0.0
20230326:1330,0.0,0.0,0.0,0.0,28.02,2.14,0.0
20230326:1430,0.0,0.0,0.0,0.0,27.82,1.79,0.0
20230326:1530,0.0,0.0,0.0,0.0,27.4,1.79,0.0
20230326:1630,0.0,0.0,0.0,0.0,26.8,2.07,0.0
20230326:1730,0.0,0.0,0.0,0.0,26.21,2.62,0.0
20230326:1830,0.0,0.0,0.0,0.0,26.03,3.03,0.0
20230326:1930,0.0,0.0,0.0,0.0,26.17,3.24,0.0
20230326:2030,0.0,0.0,0.0,0.0,26.23,3.24,0.0
20230326:2130,0.0,0.0,0.0,0.0,26.22,2.97,0.0
20230326:2230,0.0,0.0,0.0,0.0,26.44,2.62,0.0
20230326:2330,8.8,14.45,0.0,4.78,26.24,3.17,0.0
20230327:0030,14.35,81.75,0.0,19.85,25.81,2.9,0.0
20230327:0130,84.0,158.2,0.0,34.84,25.75,3.24,0.0
20230327:0230,50.35,189.4,0.0,49.82,25.84,3.52,0.0
20230327:0330,208.35,370.75,0.0,64.8,26.08,2.07,0.0
20230327:0430,222.0,410.55,0.0,79.75,26.39,0.83,0.0
20230327:0530,328.0,412.25,0.0,85.03,26.71,0.83,0.0
20230327:0630,0.15,65.95,0.0,70.16,26.98,0.55,0.0
20230327:0730,0.0,117.05,0.0,55.18,27.24,1.17,0.0
20230327:0830,0.9,52.85,0.0,40.2,27.43,1.66,0.0
20230327:0930,0.85,58.3,0.0,25.22,27.56,2.07,0.0
20230327:1030,1.0,22.75,0.0,10.23,26.88,3.03,0.0
20230327:1130,0.0,0.0,0.0,-4.75,26.9,3.93,0.0
20230327:1230,0.0,0.0,0.0,0.0,26.87,4.0,0.0
20230327:1330,0.0,0.0,0.0,0.0,26.74,4.07,0.0
20230327:1430,0.0,0.0,0.0,0.0,26.66,3.1,0.0
20230327:1530,0.0,0.0,0.0,0.0,26.6,1.38,0.0
20230327:1630,0.0,0.0,0.0,0.0,26.62,0.55,0.0
20230327:1730,0.0,0.0,0.0,0.0,26.61,0.41,0.0
20230327:1830,0.0,0.0,0.0,0.0,26.59,1.17,0.0
20230327:1930,0.0,0.0,0.0,0.0,26.54,1.79,0.0
20230327:2030,0.0,0.0,0.0,0.0,26.47,1.93,0.0
20230327:2130,0.0,0.0,0.0,0.0,26.38,1.38,0.0
20230327:2230,0.0,0.0,0.0,0.0,25.72,1.17,0.0
20230327:2330,13.45,21.59,0.0,4.87,26.06,1.24,0.0
20230328:0030,75.5,93.25,0.0,19.94,26.34,2.48,0.0
20230328:0130,289.95,149.75,0.0,34.92,26.65,2.69,0.0
20230328:0230,553.75,136.8,0.0,49.89,26.77,2.76,0.0
20230328:0330,651.25,171.8,0.0,64.86,26.88,3.03,0.0
20230328:0430,715.05,196.9,0.0,79.77,27.17,2.9,0.0
20230328:0530,671.05,225.4,0.0,84.84,27.36,2.83,0.0
