Latitude (decimal degrees):	60.500
Longitude (decimal degrees):	9.100
Elevation (m):	900
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230318:1130,392.11,88.6,0.0,28.55,-0.84,1.03,0.0
20230318:1230,342.06,95.1,0.0,27.55,0.83,0.76,0.0
20230318:1330,271.66,87.25,0.0,24.5,2.94,0.55,0.0
20230318:1430,245.81,72.35,0.0,19.72,3.1,0.48,0.0
20230318:1530,144.55,49.15,0.0,13.67,2.49,0.62,0.0
20230318:1630,47.95,31.4,0.0,6.78,-0.69,0.97,0.0
20230318:1730,0.0,0.0,0.0,-0.52,-2.02,1.03,0.0
20230318:1830,0.0,0.0,0.0,0.0,-2.68,0.97,0.0
20230318:1930,0.0,0.0,0.0,0.0,-2.01,1.1,0.0
20230318:2030,0.0,0.0,0.0,0.0,-2.15,0.97,0.0
20230318:2130,0.0,0.0,0.0,0.0,-2.37,0.9,0.0
20230318:2230,0.0,0.0,0.0,0.0,-2.46,0.9,0.0
20230318:2330,0.0,0.0,0.0,0.0,-2.49,0.9,0.0
20230319:0030,0.0,0.0,0.0,0.0,-2.4,0.97,0.0
20230319:0130,0.0,0.0,0.0,0.0,-2.15,0.97,0.0
20230319:0230,0.0,0.0,0.0,0.0,-2.32,0.97,0.0
20230319:0330,0.0,0.0,0.0,0.0,-2.19,0.9,0.0
20230319:0430,0.0,0.0,0.0,0.0,-2.41,0.9,0.0
20230319:0530,0.0,0.0,0.0,-0.74,-2.18,0.83,0.0
20230319:0630,1.2,22.85,0.0,6.59,-2.24,0.76,0.0
20230319:0730,7.5,66.5,0.0,13.53,-2.19,0.76,0.0
20230319:0830,14.4,114.15,0.0,19.67,-1.39,1.03,0.0
20230319:0930,19.65,171.8,0.0,24.57,-0.44,1.38,0.0
20230319:1030,43.1,194.25,0.0,27.78,0.59,1.86,0.0
20230319:1130,112.35,216.95,0.0,28.95,1.48,2.14,0.0
20230319:1230,58.45,204.9,0.0,27.93,2.39,2.48,0.0
20230319:1330,59.1,182.65,0.0,24.86,3.12,2.55,0.0
20230319:1430,47.25,131.0,0.0,20.06,3.57,2.83,0.0
20230319:1530,24.55,80.05,0.0,13.99,3.02,1.86,0.0
20230319:1630,12.0,40.6,0.0,7.09,1.83,1.52,0.0
20230319:1730,0.0,0.0,0.0,-0.22,0.68,1.52,0.0
20230319:1830,0.0,0.0,0.0,0.0,0.0,1.38,0.0
20230319:1930,0.0,0.0,0.0,0.0,-0.38,1.17,0.0
20230319:2030,0.0,0.0,0.0,0.0,-0.62,1.03,0.0
20230319:2130,0.0,0.0,0.0,0.0,-0.66,0.97,0.0
20230319:2230,0.0,0.0,0.0,0.0,-0.87,0.97,0.0
20230319:2330,0.0,0.0,0.0,0.0,-1.0,0.97,0.0
20230320:0030,0.0,0.0,0.0,0.0,-0.93,0.97,0.0
20230320:0130,0.0,0.0,0.0,0.0,-1.2,1.03,0.0
20230320:0230,0.0,0.0,0.0,0.0,-1.5,1.24,0.0
20230320:0330,0.0,0.0,0.0,0.0,-1.55,1.38,0.0
20230320:0430,0.0,0.0,0.0,0.0,-1.64,1.52,0.0
20230320:0530,0.0,0.0,0.0,-0.36,-1.93,1.59,0.0
20230320:0630,38.85,41.1,0.0,6.97,-2.5,1.59,0.0
20230320:0730,123.1,58.5,0.0,13.92,-1.92,1.38,0.0
20230320:0830,197.71,83.25,0.0,20.07,-1.1,1.66,0.0
20230320:0930,279.66,99.6,0.0,24.97,0.54,1.79,0.0
20230320:1030,269.01,143.05,0.0,28.18,1.29,1.86,0.0
20230320:1130,289.91,135.2,0.0,29.35,1.63,1.79,0.0
20230320:1230,250.56,101.3,0.0,28.31,1.91,1.79,0.0
20230320:1330,288.06,99.95,0.0,25.22,1.77,1.59,0.0
20230320:1430,194.41,94.6,0.0,20.4,1.78,1.52,0.0
20230320:1530,126.85,69.35,0.0,14.31,1.16,1.31,0.0
20230320:1630,47.2,38.25,0.0,7.4,0.04,0.97,0.0
20230320:1730,0.0,5.0,0.0,0.09,-1.65,1.17,0.0
20230320:1830,0.0,0.0,0.0,0.0,-2.92,1.24,0.0
20230320:1930,0.0,0.0,0.0,0.0,-4.08,1.1,0.0
20230320:2030,0.0,0.0,0.0,0.0,-2.58,1.03,0.0
20230320:2130,0.0,0.0,0.0,0.0,-3.39,0.9,0.0
20230320:2230,0.0,0.0,0.0,0.0,-3.93,0.9,0.0
20230320:2330,0.0,0.0,0.0,0.0,-4.58,0.76,0.0
20230321:0030,0.0,0.0,0.0,0.0,-4.46,0.69,0.0
20230321:0130,0.0,0.0,0.0,0.0,-4.03,0.69,0.0
20230321:0230,0.0,0.0,0.0,0.0,-4.19,0.69,0.0
20230321:0330,0.0,0.0,0.0,0.0,-4.73,0.76,0.0
20230321:0430,0.0,0.0,0.0,0.0,-4.63,0.76,0.0
20230321:0530,0.0,5.25,0.0,0.03,-4.6,0.76,0.0
20230321:0630,0.35,38.3,0.0,7.35,-4.19,0.69,0.0
20230321:0730,10.35,71.45,0.0,14.31,-3.29,0.28,0.0
20230321:0830,29.15,133.9,0.0,20.46,-2.69,0.34,0.0
20230321:0930,41.9,153.95,0.0,25.37,-1.52,0.69,0.0
20230321:1030,11.0,175.55,0.0,28.59,-0.86,1.03,0.0
20230321:1130,18.85,187.75,0.0,29.74,-0.57,1.17,0.0
20230321:1230,20.85,167.95,0.0,28.7,-0.11,1.31,0.0
20230321:1330,4.05,119.4,0.0,25.58,0.08,1.38,0.0
20230321:1430,0.0,90.95,0.0,20.74,-0.27,1.45,0.0
20230321:1530,0.0,46.05,0.0,14.64,-0.58,1.45,0.0
20230321:1630,0.0,18.7,0.0,7.72,-1.08,1.31,0.0
20230321:1730,0.0,2.3,0.0,0.4,-1.52,1.24,0.0
20230321:1830,0.0,0.0,0.0,0.0,-1.86,1.24,0.0
20230321:1930,0.0,0.0,0.0,0.0,-2.43,1.17,0.0
20230321:2030,0.0,0.0,0.0,0.0,-2.46,1.1,0.0
20230321:2130,0.0,0.0,0.0,0.0,-2.54,1.17,0.0
20230321:2230,0.0,0.0,0.0,0.0,-2.57,1.1,0.0
20230321:2330,0.0,0.0,0.0,0.0,-2.6,1.03,0.0
20230322:0030,0.0,0.0,0.0,0.0,-2.65,0.9,0.0
20230322:0130,0.0,0.0,0.0,0.0,-2.96,0.69,0.0
20230322:0230,0.0,0.0,0.0,0.0,-3.38,0.76,0.0
20230322:0330,0.0,0.0,0.0,0.0,-3.85,0.62,0.0
20230322:0430,0.0,0.0,0.0,0.0,-4.35,0.69,0.0
20230322:0530,0.0,5.7,0.0,0.41,-5.04,0.83,0.0
20230322:0630,11.2,38.45,0.0,7.74,-4.37,0.55,0.0
20230322:0730,5.45,77.45,0.0,14.69,-2.72,0.55,0.0
20230322:0830,5.95,125.75,0.0,20.86,-1.92,0.69,0.0
20230322:0930,2.25,151.45,0.0,25.77,-0.56,0.97,0.0
20230322:1030,12.1,142.2,0.0,28.99,0.21,1.24,0.0
20230322:1130,4.85,131.85,0.0,30.14,0.62,1.52,0.0
20230322:1230,0.0,86.75,0.0,29.08,0.56,1.72,0.0
20230322:1330,0.0,66.1,0.0,25.94,-0.07,1.45,0.0
20230322:1430,0.0,58.2,0.0,21.08,-0.35,1.45,0.0
20230322:1530,2.15,41.0,0.0,14.96,-0.55,1.31,0.0
20230322:1630,4.05,28.45,0.0,8.02,-0.62,1.03,0.0
20230322:1730,0.0,4.95,0.0,0.7,-0.9,1.17,0.0
20230322:1830,0.0,0.0,0.0,0.0,-1.7,1.52,0.0
20230322:1930,0.0,0.0,0.0,0.0,-2.07,1.72,0.0
20230322:2030,0.0,0.0,0.0,0.0,-2.62,1.66,0.0
20230322:2130,0.0,0.0,0.0,0.0,-3.54,1.45,0.0
20230322:2230,0.0,0.0,0.0,0.0,-4.37,1.38,0.0
20230322:2330,0.0,0.0,0.0,0.0,-4.81,1.52,0.0
20230323:0030,0.0,0.0,0.0,0.0,-5.18,1.52,0.0
20230323:0130,0.0,0.0,0.0,0.0,-5.49,1.52,0.0
20230323:0230,0.0,0.0,0.0,0.0,-5.72,1.52,0.0
20230323:0330,0.0,0.0,0.0,0.0,-5.81,1.38,0.0
20230323:0430,0.0,0.0,0.0,0.0,-5.87,1.31,0.0
20230323:0530,0.0,6.7,0.0,0.79,-5.6,1.24,0.0
20230323:0630,65.3,40.5,0.0,8.12,-4.17,0.9,0.0
20230323:0730,96.25,102.95,0.0,15.08,-1.52,0.62,0.0
20230323:0830,97.8,166.0,0.0,21.25,0.34,0.9,0.0
20230323:0930,56.95,205.8,0.0,26.18,-0.67,1.24,0.0
20230323:1030,25.3,193.0,0.0,29.39,0.94,1.52,0.0
20230323:1130,1.35,170.75,0.0,30.53,1.23,1.59,0.0
20230323:1230,0.0,117.15,0.0,29.46,0.93,1.66,0.0
20230323:1330,7.15,109.05,0.0,26.3,0.33,1.52,0.0
20230323:1430,0.0,77.15,0.0,21.42,0.07,1.31,0.0
20230323:1530,4.45,54.7,0.0,15.28,-0.18,1.1,0.0
20230323:1630,19.45,36.4,0.0,8.33,-0.44,0.83,0.0
20230323:1730,0.0,6.75,0.0,1.01,-0.66,1.03,0.0
20230323:1830,0.0,0.0,0.0,0.0,-1.56,1.1,0.0
20230323:1930,0.0,0.0,0.0,0.0,-2.54,1.24,0.0
20230323:2030,0.0,0.0,0.0,0.0,-3.35,1.24,0.0
20230323:2130,0.0,0.0,0.0,0.0,-3.82,1.24,0.0
20230323:2230,0.0,0.0,0.0,0.0,-4.24,1.24,0.0
20230323:2330,0.0,0.0,0.0,0.0,-4.54,1.31,0.0
20230324:0030,0.0,0.0,0.0,0.0,-4.88,1.31,0.0
20230324:0130,0.0,0.0,0.0,0.0,-4.88,1.17,0.0
20230324:0230,0.0,0.0,0.0,0.0,-4.44,0.97,0.0
20230324:0330,0.0,0.0,0.0,0.0,-3.98,0.83,0.0
20230324:0430,0.0,0.0,0.0,0.0,-3.72,0.76,0.0
20230324:0530,0.0,8.25,0.0,1.17,-4.1,0.83,0.0
20230324:0630,50.7,52.2,0.0,8.51,-3.06,0.76,0.0
20230324:0730,89.3,112.7,0.0,15.47,-1.18,0.28,0.0
20230324:0830,153.1,154.55,0.0,21.65,0.32,0.48,0.0
20230324:0930,187.81,190.85,0.0,26.58,1.4,0.41,0.0
20230324:1030,164.45,235.8,0.0,29.79,2.54,0.34,0.0
20230324:1130,126.3,256.95,0.0,30.93,2.08,0.69,0.0
20230324:1230,80.65,261.9,0.0,29.83,1.67,0.9,0.0
20230324:1330,60.45,227.95,0.0,26.65,2.13,0.9,0.0
20230324:1430,27.9,177.05,0.0,21.75,1.97,0.97,0.0
20230324:1530,13.65,124.25,0.0,15.6,1.6,1.03,0.0
20230324:1630,10.55,64.05,0.0,8.64,0.76,1.03,0.0
20230324:1730,0.0,11.05,0.0,1.31,-0.48,1.1,0.0
20230324:1830,0.0,0.0,0.0,0.0,-1.92,1.03,0.0
20230324:1930,0.0,0.0,0.0,0.0,-0.84,0.55,0.0
20230324:2030,0.0,0.0,0.0,0.0,-0.83,0.48,0.0
20230324:2130,0.0,0.0,0.0,0.0,-1.1,0.34,0.0
20230324:2230,0.0,0.0,0.0,0.0,-1.29,0.28,0.0
20230324:2330,0.0,0.0,0.0,0.0,-1.29,0.21,0.0
20230325:0030,0.0,0.0,0.0,0.0,-1.26,0.28,0.0
20230325:0130,0.0,0.0,0.0,0.0,-1.33,0.48,0.0
20230325:0230,0.0,0.0,0.0,0.0,-1.42,0.48,0.0
20230325:0330,0.0,0.0,0.0,0.0,-1.47,0.41,0.0
20230325:0430,0.0,0.0,0.0,0.0,-1.62,0.48,0.0
20230325:0530,0.0,7.95,0.0,1.55,-1.92,0.48,0.0
20230325:0630,0.85,49.55,0.0,8.89,-1.82,0.55,0.0
20230325:0730,10.6,84.35,0.0,15.86,-1.91,1.03,0.0
20230325:0830,15.9,110.85,0.0,22.04,-1.2,1.17,0.0
20230325:0930,10.15,145.35,0.0,26.98,-1.22,1.45,0.0
20230325:1030,39.75,139.3,0.0,30.19,-1.3,1.72,0.0
20230325:1130,33.25,214.3,0.0,31.32,-1.35,1.79,0.0
20230325:1230,72.1,186.95,0.0,30.21,-1.22,2.07,0.0
20230325:1330,57.85,148.55,0.0,27.01,-1.14,1.86,0.0
20230325:1430,54.55,118.4,0.0,22.09,-1.25,1.79,0.0
20230325:1530,27.3,84.35,0.0,15.91,-1.61,1.72,0.0
20230325:1630,1.25,42.45,0.0,8.95,-1.94,1.59,0.0
20230325:1730,0.0,7.25,0.0,1.62,-2.38,1.38,0.0
20230325:1830,0.0,0.0,0.0,0.0,-2.86,1.24,0.0
20230325:1930,0.0,0.0,0.0,0.0,-3.54,1.59,0.0
20230325:2030,0.0,0.0,0.0,0.0,-3.82,1.38,0.0
20230325:2130,0.0,0.0,0.0,0.0,-4.08,1.38,0.0
20230325:2230,0.0,0.0,0.0,0.0,-4.41,1.38,0.0
20230325:2330,0.0,0.0,0.0,0.0,-4.6,1.45,0.0
20230326:0030,0.0,0.0,0.0,0.0,-4.81,1.45,0.0
20230326:0130,0.0,0.0,0.0,0.0,-5.22,1.31,0.0
20230326:0230,0.0,0.0,0.0,0.0,-5.49,1.38,0.0
20230326:0330,0.0,0.0,0.0,0.0,-5.92,1.31,0.0
20230326:0430,0.0,0.0,0.0,0.0,-6.34,1.24,0.0
20230326:0530,0.0,11.15,0.0,1.93,-6.64,1.17,0.0
20230326:0630,6.9,63.4,0.0,9.27,-6.85,1.17,0.0
20230326:0730,65.0,103.4,0.0,16.25,-7.18,1.24,0.0
20230326:0830,82.85,160.15,0.0,22.44,-6.99,1.24,0.0
20230326:0930,108.8,222.3,0.0,27.38,-6.61,1.45,0.0
20230326:1030,120.4,230.65,0.0,30.59,-5.69,1.59,0.0
20230326:1130,177.15,240.1,0.0,31.71,-5.0,1.72,0.0
20230326:1230,271.91,193.7,0.0,30.59,-4.34,1.79,0.0
20230326:1330,240.11,167.6,0.0,27.37,-3.84,1.86,0.0
20230326:1430,167.4,127.3,0.0,22.42,-3.7,2.0,0.0
20230326:1530,124.0,81.25,0.0,16.23,-3.95,1.86,0.0
20230326:1630,57.35,47.15,0.0,9.26,-4.72,1.38,0.0
20230326:1730,0.0,10.2,0.0,1.92,-6.33,0.97,0.0
20230326:1830,0.0,0.0,0.0,0.0,-7.66,0.9,0.0
20230326:1930,0.0,0.0,0.0,0.0,-9.13,1.45,0.0
20230326:2030,0.0,0.0,0.0,0.0,-9.78,1.45,0.0
20230326:2130,0.0,0.0,0.0,0.0,-10.27,1.45,0.0
20230326:2230,0.0,0.0,0.0,0.0,-10.84,1.45,0.0
20230326:2330,0.0,0.0,0.0,0.0,-11.27,1.45,0.0
20230327:0030,0.0,0.0,0.0,0.0,-11.64,1.45,0.0
20230327:0130,0.0,0.0,0.0,0.0,-12.0,1.45,0.0
20230327:0230,0.0,0.0,0.0,0.0,-12.19,1.38,0.0
20230327:0330,0.0,0.0,0.0,0.0,-11.95,1.24,0.0
20230327:0430,0.0,0.0,0.0,0.0,-11.47,1.24,0.0
20230327:0530,0.0,14.3,0.0,2.32,-11.06,1.31,0.0
20230327:0630,20.55,71.8,0.0,9.65,-10.86,1.31,0.0
20230327:0730,68.55,123.5,0.0,16.63,-10.06,0.9,0.0
20230327:0830,131.45,156.1,0.0,22.83,-8.77,0.97,0.0
20230327:0930,120.2,217.55,0.0,27.77,-7.55,1.24,0.0
20230327:1030,186.61,226.0,0.0,30.99,-6.44,1.86,0.0
20230327:1130,164.25,240.2,0.0,32.11,-5.96,2.28,0.0
20230327:1230,172.2,199.6,0.0,30.97,-5.6,2.69,0.0
20230327:1330,151.7,186.35,0.0,27.72,-5.2,2.69,0.0
20230327:1430,168.8,117.0,0.0,22.76,-5.1,2.62,0.0
20230327:1530,137.45,79.0,0.0,16.55,-5.17,2.55,0.0
20230327:1630,66.6,48.85,0.0,9.56,-5.6,2.07,0.0
20230327:1730,0.0,12.15,0.0,2.22,-7.18,1.45,0.0
20230327:1830,0.0,0.0,0.0,0.0,-8.64,1.38,0.0
20230327:1930,0.0,0.0,0.0,0.0,-9.52,1.17,0.0
20230327:2030,0.0,0.0,0.0,0.0,-7.56,0.76,0.0
20230327:2130,0.0,0.0,0.0,0.0,-8.42,0.83,0.0
20230327:2230,0.0,0.0,0.0,0.0,-9.55,0.97,0.0
20230327:2330,0.0,0.0,0.0,0.0,-10.67,1.1,0.0
20230328:0030,0.0,0.0,0.0,0.0,-11.71,1.1,0.0
20230328:0130,0.0,0.0,0.0,0.0,-12.31,1.1,0.0
20230328:0230,0.0,0.0,0.0,0.0,-13.23,1.1,0.0
20230328:0330,0.0,0.0,0.0,0.0,-13.72,1.03,0.0
20230328:0430,0.0,0.0,0.0,0.0,-13.63,0.97,0.0
20230328:0530,0.0,13.8,0.0,2.69,-13.93,0.97,0.0
20230328:0630,45.8,70.7,0.0,10.03,-12.42,0.69,0.0
20230328:0730,91.1,114.4,0.0,17.02,-11.14,0.48,0.0
20230328:0830,115.6,183.7,0.0,23.22,-8.95,0.21,0.0
20230328:0930,90.5,234.6,0.0,28.17,-6.92,0.28,0.0
20230328:1030,80.7,272.85,0.0,31.39,-7.59,0.69,0.0
20230328:1130,36.9,270.2,0.0,32.5,-6.14,0.97,0.0
20230328:1230,20.3,252.65,0.0,31.34,-5.72,1.24,0.0
20230328:1330,7.2,198.45,0.0,28.08,-5.72,1.45,0.0
20230328:1430,15.85,123.8,0.0,23.09,-6.11,1.45,0.0
20230328:1530,1.7,73.4,0.0,16.86,-6.54,1.38,0.0
20230328:1630,0.85,35.4,0.0,9.87,-7.12,1.1,0.0
20230328:1730,0.35,8.55,0.0,2.52,-8.01,1.1,0.0
20230328:1830,0.0,0.0,0.0,0.0,-8.49,0.97,0.0
20230328:1930,0.0,0.0,0.0,0.0,-7.8,0.9,0.0
20230328:2030,0.0,0.0,0.0,0.0,-8.55,0.9,0.0
20230328:2130,0.0,0.0,0.0,0.0,-8.45,0.76,0.0
20230328:2230,0.0,0.0,0.0,0.0,-8.35,0.76,0.0
20230328:2330,0.0,0.0,0.0,0.0,-8.31,0.83,0.0
20230329:0030,0.0,0.0,0.0,0.0,-8.37,0.83,0.0
20230329:0130,0.0,0.0,0.0,0.0,-8.61,0.9,0.0
20230329:0230,0.0,0.0,0.0,0.0,-8.66,0.83,0.0
20230329:0330,0.0,0.0,0.0,0.0,-9.13,0.97,0.0
20230329:0430,0.0,0.0,0.0,0.0,-9.22,0.9,0.0
20230329:0530,0.0,13.7,0.0,3.07,-9.57,0.83,0.0
20230329:0630,26.45,54.4,0.0,10.41,-9.27,0.76,0.0
20230329:0730,30.95,106.4,0.0,17.4,-8.77,1.03,0.0
20230329:0830,61.6,148.35,0.0,23.61,-7.68,1.03,0.0
20230329:0930,35.55,186.15,0.0,28.57,-6.54,0.97,0.0
20230329:1030,22.7,202.75,0.0,31.79,-5.98,1.1,0.0
20230329:1130,141.05,207.5,0.0,32.89,-5.59,1.17,0.0
20230329:1230,191.86,226.45,0.0,31.71,-4.95,1.03,0.0
20230329:1330,106.85,198.65,0.0,28.43,-4.39,0.9,0.0
20230329:1430,92.3,166.3,0.0,23.42,-4.13,0.97,0.0
20230329:1530,61.35,130.65,0.0,17.18,-4.4,1.1,0.0
20230329:1630,32.35,50.75,0.0,10.17,-4.9,1.1,0.0
20230329:1730,6.9,10.64,0.0,2.82,-5.56,1.03,0.0
20230329:1830,0.0,0.0,0.0,0.0,-6.3,1.17,0.0
20230329:1930,0.0,0.0,0.0,0.0,-6.93,1.24,0.0
20230329:2030,0.0,0.0,0.0,0.0,-7.88,1.03,0.0
20230329:2130,0.0,0.0,0.0,0.0,-7.51,0.9,0.0
20230329:2230,0.0,0.0,0.0,0.0,-7.69,0.83,0.0
20230329:2330,0.0,0.0,0.0,0.0,-8.04,0.9,0.0
20230330:0030,0.0,0.0,0.0,0.0,-8.69,1.03,0.0
20230330:0130,0.0,0.0,0.0,0.0,-8.52,0.97,0.0
20230330:0230,0.0,0.0,0.0,0.0,-8.82,0.97,0.0
20230330:0330,0.0,0.0,0.0,0.0,-9.02,1.03,0.0
20230330:0430,0.0,0.0,0.0,0.0,-9.26,1.03,0.0
20230330:0530,0.0,23.0,0.0,3.45,-9.25,1.03,0.0
20230330:0630,6.25,55.65,0.0,10.79,-9.2,1.03,0.0
20230330:0730,27.9,126.5,0.0,17.79,-7.49,1.59,0.0
20230330:0830,15.9,182.15,0.0,24.0,-6.84,1.59,0.0
20230330:0930,12.45,233.05,0.0,28.97,-6.32,1.52,0.0
20230330:1030,15.4,221.25,0.0,32.19,-5.8,1.52,0.0
20230330:1130,21.1,246.8,0.0,33.28,-5.45,1.38,0.0
20230330:1230,32.65,238.75,0.0,32.09,-4.97,1.17,0.0
20230330:1330,17.0,220.8,0.0,28.78,-4.45,1.03,0.0
20230330:1430,10.15,179.0,0.0,23.75,-4.17,0.97,0.0
20230330:1530,6.1,132.5,0.0,17.49,-4.1,1.03,0.0
20230330:1630,0.8,60.85,0.0,10.47,-4.28,0.97,0.0
20230330:1730,0.0,11.1,0.0,3.12,-4.78,0.83,0.0
20230330:1830,0.0,0.0,0.0,0.0,-5.5,0.9,0.0
20230330:1930,0.0,0.0,0.0,0.0,-6.15,0.76,0.0
20230330:2030,0.0,0.0,0.0,0.0,-6.35,0.69,0.0
20230330:2130,0.0,0.0,0.0,0.0,-6.06,0.55,0.0
20230330:2230,0.0,0.0,0.0,0.0,-6.11,0.62,0.0
20230330:2330,0.0,0.0,0.0,0.0,-6.19,0.69,0.0
20230331:0030,0.0,0.0,0.0,0.0,-6.46,0.69,0.0
20230331:0130,0.0,0.0,0.0,0.0,-7.2,0.83,0.0
20230331:0230,0.0,0.0,0.0,0.0,-7.01,0.69,0.0
20230331:0330,0.0,0.0,0.0,0.0,-7.45,0.83,0.0
20230331:0430,0.0,0.0,0.0,0.0,-7.82,0.83,0.0
20230331:0530,0.0,19.6,0.0,3.83,-8.11,0.9,0.0
20230331:0630,23.5,57.5,0.0,11.17,-7.34,0.83,0.0
20230331:0730,21.6,102.0,0.0,18.17,-6.22,1.03,0.0
20230331:0830,57.3,141.7,0.0,24.39,-5.37,1.24,0.0
20230331:0930,47.45,206.8,0.0,29.36,-4.26,1.38,0.0
20230331:1030,134.4,209.3,0.0,32.58,-3.72,1.59,0.0
20230331:1130,210.06,205.85,0.0,33.66,-3.13,1.79,0.0
20230331:1230,236.16,198.0,0.0,32.46,-2.58,1.79,0.0
20230331:1330,246.76,176.0,0.0,29.13,-2.15,1.79,0.0
20230331:1430,302.16,96.05,0.0,24.08,-1.79,1.86,0.0
20230331:1530,223.06,64.9,0.0,17.8,-1.85,1.93,0.0
20230331:1630,109.0,45.65,0.0,10.77,-2.34,1.86,0.0
20230331:1730,21.2,12.04,0.0,3.42,-3.72,1.45,0.0
20230331:1830,0.0,0.0,0.0,0.0,-5.29,1.45,0.0
20230331:1930,0.0,0.0,0.0,0.0,-6.29,1.45,0.0
20230331:2030,0.0,0.0,0.0,0.0,-5.3,1.31,0.0
20230331:2130,0.0,0.0,0.0,0.0,-4.82,1.17,0.0
20230331:2230,0.0,0.0,0.0,0.0,-4.09,0.97,0.0
20230331:2330,0.0,0.0,0.0,0.0,-4.74,0.9,0.0
20230401:0030,0.0,0.0,0.0,0.0,-5.59,0.97,0.0
20230401:0130,0.0,0.0,0.0,0.0,-6.75,0.97,0.0
20230401:0230,0.0,0.0,0.0,0.0,-7.64,1.1,0.0
20230401:0330,0.0,0.0,0.0,0.0,-8.67,1.17,0.0
20230401:0430,0.0,0.0,0.0,-3.09,-9.24,1.17,0.0
20230401:0530,0.0,19.85,0.0,4.2,-9.68,1.24,0.0
20230401:0630,117.5,51.4,0.0,11.55,-8.44,1.03,0.0
20230401:0730,239.81,66.85,0.0,18.55,-6.78,0.83,0.0
20230401:0830,350.26,79.65,0.0,24.78,-4.93,0.9,0.0
20230401:0930,437.66,88.45,0.0,29.75,-5.47,0.83,0.0
20230401:1030,492.46,93.6,0.0,32.98,-4.47,0.9,0.0
20230401:1130,509.41,95.25,0.0,34.05,-3.44,1.03,0.0
20230401:1230,487.26,93.2,0.0,32.83,-2.67,0.97,0.0
20230401:1330,428.26,87.65,0.0,29.48,-2.03,0.83,0.0
20230401:1430,337.71,78.65,0.0,24.4,-0.83,0.69,0.0
20230401:1530,226.3,65.7,0.0,18.11,0.06,0.55,0.0
20230401:1630,110.55,47.15,0.0,11.07,-0.02,0.48,0.0
20230401:1730,23.55,12.53,0.0,3.72,-0.57,0.14,0.0
20230401:1830,0.0,0.0,0.0,0.0,-1.2,0.14,0.0
20230401:1930,0.0,0.0,0.0,0.0,-2.27,0.62,0.0
20230401:2030,0.0,0.0,0.0,0.0,-3.92,0.9,0.0
20230401:2130,0.0,0.0,0.0,0.0,-5.99,1.03,0.0
20230401:2230,0.0,0.0,0.0,0.0,-7.84,1.17,0.0
20230401:2330,0.0,0.0,0.0,0.0,-9.51,1.24,0.0
20230402:0030,0.0,0.0,0.0,0.0,-10.39,1.24,0.0
20230402:0130,0.0,0.0,0.0,0.0,-11.08,1.24,0.0
20230402:0230,0.0,0.0,0.0,0.0,-11.41,1.24,0.0
20230402:0330,0.0,0.0,0.0,0.0,-11.63,1.31,0.0
20230402:0430,0.0,0.0,0.0,-2.71,-11.73,1.31,0.0
20230402:0530,0.0,21.45,0.0,4.58,-11.79,1.24,0.0
20230402:0630,118.8,53.45,0.0,11.92,-9.64,0.97,0.0
20230402:0730,238.36,69.55,0.0,18.93,-6.75,0.62,0.0
20230402:0830,349.81,80.75,0.0,25.17,-3.54,0.34,0.0
20230402:0930,436.61,89.55,0.0,30.15,-1.75,0.34,0.0
20230402:1030,491.51,94.7,0.0,33.37,-1.25,0.62,0.0
20230402:1130,509.21,96.15,0.0,34.44,-2.17,0.76,0.0
20230402:1230,487.96,94.05,0.0,33.2,-1.57,0.83,0.0
20230402:1330,429.66,88.55,0.0,29.82,-0.81,0.69,0.0
20230402:1430,340.41,79.7,0.0,24.73,0.5,0.62,0.0
20230402:1530,229.75,66.75,0.0,18.42,0.89,0.62,0.0
20230402:1630,113.95,48.5,0.0,11.37,-2.03,0.9,0.0
20230402:1730,25.55,13.64,0.0,4.02,-3.64,1.1,0.0
20230402:1830,0.0,0.0,0.0,0.0,-3.48,0.97,0.0
20230402:1930,0.0,0.0,0.0,0.0,-2.89,0.69,0.0
20230402:2030,0.0,0.0,0.0,0.0,-4.11,0.83,0.0
20230402:2130,0.0,0.0,0.0,0.0,-5.44,0.97,0.0
20230402:2230,0.0,0.0,0.0,0.0,-7.15,1.03,0.0
20230402:2330,0.0,0.0,0.0,0.0,-8.7,1.17,0.0
20230403:0030,0.0,0.0,0.0,0.0,-10.01,1.24,0.0
20230403:0130,0.0,0.0,0.0,0.0,-10.52,1.1,0.0
20230403:0230,0.0,0.0,0.0,0.0,-11.01,1.03,0.0
20230403:0330,0.0,0.0,0.0,0.0,-11.39,0.97,0.0
20230403:0430,0.0,0.0,0.0,-2.34,-11.86,1.03,0.0
20230403:0530,0.0,24.1,0.0,4.95,-11.88,0.97,0.0
20230403:0630,101.3,67.35,0.0,12.3,-9.19,0.62,0.0
20230403:0730,236.95,74.55,0.0,19.31,-6.57,0.48,0.0
20230403:0830,332.41,94.7,0.0,25.55,-3.25,0.28,0.0
20230403:0930,409.66,109.75,0.0,30.54,-1.37,0.34,0.0
20230403:1030,432.11,132.75,0.0,33.76,-0.07,0.34,0.0
20230403:1130,323.86,192.15,0.0,34.82,0.79,0.41,0.0
20230403:1230,253.46,237.75,0.0,33.56,0.66,0.55,0.0
